,Appliant_ID,default_status
274,Apcnt_1003504,0
275,Apcnt_1003516,0
276,Apcnt_1003520,0
277,Apcnt_1003524,0
278,Apcnt_1003532,0
279,Apcnt_1003560,1
280,Apcnt_1003584,0
281,Apcnt_1003588,0
282,Apcnt_1003600,0
283,Apcnt_1003612,0
284,Apcnt_1003620,0
285,Apcnt_1003636,0
286,Apcnt_1003656,0
287,Apcnt_1003676,0
288,Apcnt_1003696,1
289,Apcnt_1003720,0
290,Apcnt_1003728,0
291,Apcnt_1003732,1
292,Apcnt_1003736,0
293,Apcnt_1003740,0
294,Apcnt_1003744,0
295,Apcnt_1003752,1
296,Apcnt_1003772,0
297,Apcnt_1003780,0
298,Apcnt_1003808,0
299,Apcnt_1003812,0
300,Apcnt_1003828,1
301,Apcnt_1003840,0
302,Apcnt_1003860,0
303,Apcnt_1003864,0
304,Apcnt_1003880,0
305,Apcnt_1003888,0
306,Apcnt_1003892,0
307,Apcnt_1003896,0
308,Apcnt_1003904,0
309,Apcnt_1003924,0
310,Apcnt_1003928,0
311,Apcnt_1003964,0
312,Apcnt_1003972,0
313,Apcnt_1003984,0
314,Apcnt_1004016,0
315,Apcnt_1004028,0
316,Apcnt_1004044,0
317,Apcnt_1004048,0
318,Apcnt_1004068,0
319,Apcnt_1004096,0
320,Apcnt_1004100,0
321,Apcnt_1004128,0
322,Apcnt_1004144,1
323,Apcnt_1004152,0
324,Apcnt_1004172,0
325,Apcnt_1004208,0
326,Apcnt_1004216,0
327,Apcnt_1004220,0
328,Apcnt_1004228,0
329,Apcnt_1004240,0
330,Apcnt_1004248,0
331,Apcnt_1004264,0
332,Apcnt_1004272,0
333,Apcnt_1004288,1
334,Apcnt_1004292,0
335,Apcnt_1004300,1
336,Apcnt_1004304,0
337,Apcnt_1004312,0
338,Apcnt_1004316,0
339,Apcnt_1004332,0
340,Apcnt_1004344,0
341,Apcnt_1004348,0
342,Apcnt_1004352,1
343,Apcnt_1004384,0
344,Apcnt_1004392,0
345,Apcnt_1004404,0
346,Apcnt_1004408,0
347,Apcnt_1004428,0
348,Apcnt_1004432,0
349,Apcnt_1004452,0
350,Apcnt_1004456,0
351,Apcnt_1004464,0
352,Apcnt_1004476,0
353,Apcnt_1004484,0
354,Apcnt_1004488,0
355,Apcnt_1004500,0
356,Apcnt_1004512,0
357,Apcnt_1004528,0
358,Apcnt_1004536,0
359,Apcnt_1004544,0
360,Apcnt_1004564,0
361,Apcnt_1004572,0
362,Apcnt_1004588,0
363,Apcnt_1004624,0
364,Apcnt_1004632,0
365,Apcnt_1004636,0
366,Apcnt_1004648,1
367,Apcnt_1004680,1
368,Apcnt_1004684,0
369,Apcnt_1004704,1
370,Apcnt_1004708,0
371,Apcnt_1004712,0
372,Apcnt_1004716,1
373,Apcnt_1004752,0
374,Apcnt_1004760,0
375,Apcnt_1004772,0
376,Apcnt_1004788,0
377,Apcnt_1004792,0
378,Apcnt_1004808,0
379,Apcnt_1004812,0
380,Apcnt_1004824,0
381,Apcnt_1004828,0
382,Apcnt_1004836,0
383,Apcnt_1004864,0
384,Apcnt_1004884,0
385,Apcnt_1004888,0
386,Apcnt_1004900,1
387,Apcnt_1004912,0
388,Apcnt_1004932,0
389,Apcnt_1004944,0
390,Apcnt_1004968,0
391,Apcnt_1004972,0
392,Apcnt_1004976,0
393,Apcnt_1004996,0
394,Apcnt_1005000,0
395,Apcnt_1005016,0
396,Apcnt_1005040,0
397,Apcnt_1005052,0
398,Apcnt_1005056,1
399,Apcnt_1005064,0
400,Apcnt_1005080,1
401,Apcnt_1005088,0
402,Apcnt_1005096,0
403,Apcnt_1005100,0
404,Apcnt_1005116,0
405,Apcnt_1005144,0
406,Apcnt_1005148,0
407,Apcnt_1005168,0
408,Apcnt_1005196,0
409,Apcnt_1005200,0
410,Apcnt_1005204,0
411,Apcnt_1005208,1
412,Apcnt_1005212,0
413,Apcnt_1005216,0
414,Apcnt_1005220,0
415,Apcnt_1005256,0
416,Apcnt_1005284,0
417,Apcnt_1005316,0
418,Apcnt_1005340,0
419,Apcnt_1005440,0
420,Apcnt_1005456,0
421,Apcnt_1005460,0
422,Apcnt_1005464,0
423,Apcnt_1005472,0
424,Apcnt_1005480,1
425,Apcnt_1005500,0
426,Apcnt_1005524,0
427,Apcnt_1005544,0
428,Apcnt_1005552,0
429,Apcnt_1005560,0
430,Apcnt_1005572,0
431,Apcnt_1005576,0
432,Apcnt_1005580,0
433,Apcnt_1005600,0
434,Apcnt_1005612,0
435,Apcnt_1005616,0
436,Apcnt_1005620,0
437,Apcnt_1005624,0
438,Apcnt_1005636,0
439,Apcnt_1005644,0
440,Apcnt_1005656,0
441,Apcnt_1005684,0
442,Apcnt_1005692,0
443,Apcnt_1005700,0
444,Apcnt_1005704,0
445,Apcnt_1005712,0
446,Apcnt_1005716,0
447,Apcnt_1005740,0
448,Apcnt_1005752,0
449,Apcnt_1005768,0
450,Apcnt_1005776,0
451,Apcnt_1005796,0
452,Apcnt_1005804,0
453,Apcnt_1005812,0
454,Apcnt_1005840,0
455,Apcnt_1005872,0
456,Apcnt_1005896,0
457,Apcnt_1005908,0
458,Apcnt_1005944,1
459,Apcnt_1005952,0
460,Apcnt_1005972,0
461,Apcnt_1005980,0
462,Apcnt_1006028,0
463,Apcnt_1006032,0
464,Apcnt_1006044,0
465,Apcnt_1006056,0
466,Apcnt_1006064,1
467,Apcnt_1006084,0
468,Apcnt_1006088,0
469,Apcnt_1006108,0
470,Apcnt_1006124,0
471,Apcnt_1006132,1
472,Apcnt_1006136,0
473,Apcnt_1006144,0
474,Apcnt_1006160,1
475,Apcnt_1006168,1
476,Apcnt_1006228,1
477,Apcnt_1006236,1
478,Apcnt_1006276,0
479,Apcnt_1006280,1
480,Apcnt_1006300,0
481,Apcnt_1006304,0
482,Apcnt_1006320,0
483,Apcnt_1006324,0
484,Apcnt_1006328,0
485,Apcnt_1006368,0
486,Apcnt_1006376,0
487,Apcnt_1006384,0
488,Apcnt_1006396,0
489,Apcnt_1006404,0
490,Apcnt_1006444,0
491,Apcnt_1006448,0
492,Apcnt_1006452,0
493,Apcnt_1006456,0
494,Apcnt_1006460,0
495,Apcnt_1006476,0
496,Apcnt_1006488,0
497,Apcnt_1006492,0
498,Apcnt_1006496,0
499,Apcnt_1006504,0
500,Apcnt_1006520,0
501,Apcnt_1006524,0
502,Apcnt_1006528,0
503,Apcnt_1006560,0
504,Apcnt_1006564,0
505,Apcnt_1006568,0
506,Apcnt_1006572,0
507,Apcnt_1006576,0
508,Apcnt_1006592,0
509,Apcnt_1006604,0
510,Apcnt_1006620,0
511,Apcnt_1006632,0
512,Apcnt_1006652,1
513,Apcnt_1006692,0
514,Apcnt_1006716,1
515,Apcnt_1006720,0
516,Apcnt_1006732,0
517,Apcnt_1006744,1
518,Apcnt_1006752,1
519,Apcnt_1006764,0
520,Apcnt_1006792,0
521,Apcnt_1006796,0
522,Apcnt_1006804,1
523,Apcnt_1006824,0
524,Apcnt_1006840,0
525,Apcnt_1006844,1
526,Apcnt_1006848,1
527,Apcnt_1006852,0
528,Apcnt_1006868,0
529,Apcnt_1006880,0
530,Apcnt_1006896,0
531,Apcnt_1006912,0
532,Apcnt_1006916,0
533,Apcnt_1006932,0
534,Apcnt_1006936,0
535,Apcnt_1006944,0
536,Apcnt_1006952,0
537,Apcnt_1006968,0
538,Apcnt_1006980,0
539,Apcnt_1006984,0
540,Apcnt_1007044,0
541,Apcnt_1007052,0
542,Apcnt_1007060,1
543,Apcnt_1007080,0
544,Apcnt_1007092,0
545,Apcnt_1007100,0
546,Apcnt_1007104,0
547,Apcnt_1007108,0
548,Apcnt_1007124,0
549,Apcnt_1007140,0
550,Apcnt_1007184,0
551,Apcnt_1007192,0
552,Apcnt_1007204,0
553,Apcnt_1007212,0
554,Apcnt_1007232,0
555,Apcnt_1007260,0
556,Apcnt_1007284,0
557,Apcnt_1007288,0
558,Apcnt_1007300,0
559,Apcnt_1007304,0
560,Apcnt_1007336,0
561,Apcnt_1007348,0
562,Apcnt_1007352,0
563,Apcnt_1007356,0
564,Apcnt_1007360,0
565,Apcnt_1007364,1
566,Apcnt_1007408,1
567,Apcnt_1007412,0
568,Apcnt_1007416,0
569,Apcnt_1007424,0
570,Apcnt_1007468,0
571,Apcnt_1007476,0
572,Apcnt_1007480,0
573,Apcnt_1007488,0
574,Apcnt_1007496,0
575,Apcnt_1007500,0
576,Apcnt_1007504,0
577,Apcnt_1007512,0
578,Apcnt_1007516,0
579,Apcnt_1007528,0
580,Apcnt_1007544,0
581,Apcnt_1007552,0
582,Apcnt_1007568,0
583,Apcnt_1007572,0
584,Apcnt_1007576,0
585,Apcnt_1007608,1
586,Apcnt_1007616,0
587,Apcnt_1007636,0
588,Apcnt_1007644,0
589,Apcnt_1007672,0
590,Apcnt_1007704,0
591,Apcnt_1007708,0
592,Apcnt_1007720,0
593,Apcnt_1007728,0
594,Apcnt_1007756,0
595,Apcnt_1007760,0
596,Apcnt_1007764,0
597,Apcnt_1007772,0
598,Apcnt_1007796,1
599,Apcnt_1007808,0
600,Apcnt_1007820,0
601,Apcnt_1007832,1
602,Apcnt_1007844,1
603,Apcnt_1007868,0
604,Apcnt_1007884,0
605,Apcnt_1007908,0
606,Apcnt_1007916,0
607,Apcnt_1007920,1
608,Apcnt_1007928,0
609,Apcnt_1007952,0
610,Apcnt_1007996,0
611,Apcnt_1008000,0
612,Apcnt_1008004,0
613,Apcnt_1008008,0
614,Apcnt_1008024,1
615,Apcnt_1008052,0
616,Apcnt_1008056,0
617,Apcnt_1008072,0
618,Apcnt_1008096,0
619,Apcnt_1008104,0
620,Apcnt_1008108,0
621,Apcnt_1008120,0
622,Apcnt_1008128,0
623,Apcnt_1008136,0
624,Apcnt_1008144,0
625,Apcnt_1008160,0
626,Apcnt_1008208,0
627,Apcnt_1008212,0
628,Apcnt_1008260,0
629,Apcnt_1008264,0
630,Apcnt_1008268,0
631,Apcnt_1008276,0
632,Apcnt_1008284,0
633,Apcnt_1008288,0
634,Apcnt_1008292,0
635,Apcnt_1008332,0
636,Apcnt_1008352,1
637,Apcnt_1008356,0
638,Apcnt_1008396,0
639,Apcnt_1008412,0
640,Apcnt_1008444,0
641,Apcnt_1008460,0
642,Apcnt_1008468,0
643,Apcnt_1008472,0
644,Apcnt_1008476,0
645,Apcnt_1008508,0
646,Apcnt_1008556,0
647,Apcnt_1008560,0
648,Apcnt_1008564,0
649,Apcnt_1008576,0
650,Apcnt_1008616,0
651,Apcnt_1008624,0
652,Apcnt_1008628,0
653,Apcnt_1008648,1
654,Apcnt_1008680,0
655,Apcnt_1008684,0
656,Apcnt_1008696,0
657,Apcnt_1008700,0
658,Apcnt_1008708,0
659,Apcnt_1008716,0
660,Apcnt_1008740,0
661,Apcnt_1008744,0
662,Apcnt_1008768,0
663,Apcnt_1008776,0
664,Apcnt_1008812,0
665,Apcnt_1008824,0
666,Apcnt_1008828,0
667,Apcnt_1008832,0
668,Apcnt_1008836,0
669,Apcnt_1008852,0
670,Apcnt_1008872,0
671,Apcnt_1008884,0
672,Apcnt_1008896,0
673,Apcnt_1008904,0
674,Apcnt_1008916,0
675,Apcnt_1008920,0
676,Apcnt_1008924,0
677,Apcnt_1008928,0
678,Apcnt_1008944,0
679,Apcnt_1008960,0
680,Apcnt_1008976,0
681,Apcnt_1008988,0
682,Apcnt_1009008,0
683,Apcnt_1009020,0
684,Apcnt_1009024,0
685,Apcnt_1009028,0
686,Apcnt_1009036,0
687,Apcnt_1009048,0
688,Apcnt_1009080,1
689,Apcnt_1009084,0
690,Apcnt_1009136,0
691,Apcnt_1009148,1
692,Apcnt_1009152,0
693,Apcnt_1009168,0
694,Apcnt_1009192,0
695,Apcnt_1009204,0
696,Apcnt_1009208,0
697,Apcnt_1009220,0
698,Apcnt_1009224,0
699,Apcnt_1009228,0
700,Apcnt_1009232,0
701,Apcnt_1009240,0
702,Apcnt_1009244,0
703,Apcnt_1009344,0
704,Apcnt_1009352,0
705,Apcnt_1009360,0
706,Apcnt_1009364,0
707,Apcnt_1009372,1
708,Apcnt_1009384,0
709,Apcnt_1009396,0
710,Apcnt_1009424,1
711,Apcnt_1009440,0
712,Apcnt_1009448,0
713,Apcnt_1009480,0
714,Apcnt_1009504,0
715,Apcnt_1009528,0
716,Apcnt_1009560,0
717,Apcnt_1009564,0
718,Apcnt_1009572,0
719,Apcnt_1009584,0
720,Apcnt_1009592,0
721,Apcnt_1009596,0
722,Apcnt_1009616,0
723,Apcnt_1009620,1
724,Apcnt_1009624,0
725,Apcnt_1009632,0
726,Apcnt_1009636,0
727,Apcnt_1009644,0
728,Apcnt_1009656,0
729,Apcnt_1009664,0
730,Apcnt_1009676,0
731,Apcnt_1009684,0
732,Apcnt_1009696,1
733,Apcnt_1009712,0
734,Apcnt_1009716,0
735,Apcnt_1009732,0
736,Apcnt_1009740,0
737,Apcnt_1009772,0
738,Apcnt_1009796,0
739,Apcnt_1009844,0
740,Apcnt_1009860,0
741,Apcnt_1009876,0
742,Apcnt_1009892,0
743,Apcnt_1009908,0
744,Apcnt_1009968,1
745,Apcnt_1009972,0
746,Apcnt_1009984,0
747,Apcnt_1010016,0
748,Apcnt_1010020,0
749,Apcnt_1010028,0
750,Apcnt_1010032,0
751,Apcnt_1010064,0
752,Apcnt_1010092,0
753,Apcnt_1010096,0
754,Apcnt_1010100,0
755,Apcnt_1010104,0
756,Apcnt_1010108,0
757,Apcnt_1010112,0
758,Apcnt_1010120,0
759,Apcnt_1010140,1
760,Apcnt_1010160,0
761,Apcnt_1010164,1
762,Apcnt_1010176,1
763,Apcnt_1010180,0
764,Apcnt_1010188,0
765,Apcnt_1010204,0
766,Apcnt_1010208,0
767,Apcnt_1010236,0
768,Apcnt_1010244,0
769,Apcnt_1010252,0
770,Apcnt_1010256,0
771,Apcnt_1010272,0
772,Apcnt_1010292,0
773,Apcnt_1010300,0
774,Apcnt_1010308,0
775,Apcnt_1010324,0
776,Apcnt_1010372,0
777,Apcnt_1010388,0
778,Apcnt_1010404,0
779,Apcnt_1010420,0
780,Apcnt_1010436,0
781,Apcnt_1010452,0
782,Apcnt_1010460,0
783,Apcnt_1010476,0
784,Apcnt_1010484,0
785,Apcnt_1010492,0
786,Apcnt_1010512,0
787,Apcnt_1010524,0
788,Apcnt_1010536,1
789,Apcnt_1010564,0
790,Apcnt_1010568,0
791,Apcnt_1010572,0
792,Apcnt_1010580,0
793,Apcnt_1010644,0
794,Apcnt_1010676,0
795,Apcnt_1010680,0
796,Apcnt_1010688,0
797,Apcnt_1010716,0
798,Apcnt_1010720,0
799,Apcnt_1010736,0
800,Apcnt_1010740,0
801,Apcnt_1010744,0
802,Apcnt_1010756,0
803,Apcnt_1010780,0
804,Apcnt_1010800,0
805,Apcnt_1010828,0
806,Apcnt_1010856,0
807,Apcnt_1010868,0
808,Apcnt_1010872,0
809,Apcnt_1010880,0
810,Apcnt_1010900,0
811,Apcnt_1010948,0
812,Apcnt_1010960,0
813,Apcnt_1010968,0
814,Apcnt_1010976,0
815,Apcnt_1011004,0
816,Apcnt_1011012,0
817,Apcnt_1011044,0
818,Apcnt_1011052,0
819,Apcnt_1011124,0
820,Apcnt_1011128,0
821,Apcnt_1011132,0
822,Apcnt_1011140,0
823,Apcnt_1011160,0
824,Apcnt_1011176,0
825,Apcnt_1011184,1
826,Apcnt_1011196,0
827,Apcnt_1011224,0
828,Apcnt_1011228,0
829,Apcnt_1011236,0
830,Apcnt_1011244,0
831,Apcnt_1011248,0
832,Apcnt_1011256,0
833,Apcnt_1011272,0
834,Apcnt_1011288,0
835,Apcnt_1011324,0
836,Apcnt_1011332,0
837,Apcnt_1011340,0
838,Apcnt_1011360,0
839,Apcnt_1011364,0
840,Apcnt_1011368,1
841,Apcnt_1011372,0
842,Apcnt_1011400,1
843,Apcnt_1011404,0
844,Apcnt_1011420,0
845,Apcnt_1011424,0
846,Apcnt_1011436,0
847,Apcnt_1011456,0
848,Apcnt_1011460,1
849,Apcnt_1011464,1
850,Apcnt_1011468,0
851,Apcnt_1011508,1
852,Apcnt_1011520,0
853,Apcnt_1011528,0
854,Apcnt_1011540,0
855,Apcnt_1011560,0
856,Apcnt_1011568,0
857,Apcnt_1011600,0
858,Apcnt_1011656,0
859,Apcnt_1011684,0
860,Apcnt_1011692,0
861,Apcnt_1011700,0
862,Apcnt_1011708,0
863,Apcnt_1011712,0
864,Apcnt_1011752,0
865,Apcnt_1011764,0
866,Apcnt_1011768,0
867,Apcnt_1011780,0
868,Apcnt_1011784,0
869,Apcnt_1011788,0
870,Apcnt_1011792,0
871,Apcnt_1011804,0
872,Apcnt_1011824,0
873,Apcnt_1011832,0
874,Apcnt_1011840,0
875,Apcnt_1011856,0
876,Apcnt_1011864,0
877,Apcnt_1011868,0
878,Apcnt_1011892,0
879,Apcnt_1011904,0
880,Apcnt_1011956,0
881,Apcnt_1011964,0
882,Apcnt_1011972,0
883,Apcnt_1011984,0
884,Apcnt_1011988,0
885,Apcnt_1011996,0
886,Apcnt_1012024,0
887,Apcnt_1012036,0
888,Apcnt_1012040,0
889,Apcnt_1012052,0
890,Apcnt_1012072,0
891,Apcnt_1012080,0
892,Apcnt_1012104,0
893,Apcnt_1012112,0
894,Apcnt_1012124,0
895,Apcnt_1012128,0
896,Apcnt_1012132,0
897,Apcnt_1012152,0
898,Apcnt_1012160,1
899,Apcnt_1012172,0
900,Apcnt_1012196,0
901,Apcnt_1012208,0
902,Apcnt_1012220,0
903,Apcnt_1012244,0
904,Apcnt_1012264,1
905,Apcnt_1012276,1
906,Apcnt_1012304,0
907,Apcnt_1012312,0
908,Apcnt_1012320,0
909,Apcnt_1012352,0
910,Apcnt_1012360,0
911,Apcnt_1012404,1
912,Apcnt_1012416,0
913,Apcnt_1012420,0
914,Apcnt_1012448,0
915,Apcnt_1012468,1
916,Apcnt_1012488,1
917,Apcnt_1012532,0
918,Apcnt_1012552,0
919,Apcnt_1012568,0
920,Apcnt_1012576,0
921,Apcnt_1012580,0
922,Apcnt_1012584,0
923,Apcnt_1012608,0
924,Apcnt_1012612,0
925,Apcnt_1012616,0
926,Apcnt_1012628,0
927,Apcnt_1012632,0
928,Apcnt_1012636,0
929,Apcnt_1012652,0
930,Apcnt_1012676,0
931,Apcnt_1012684,0
932,Apcnt_1012692,0
933,Apcnt_1012704,0
934,Apcnt_1012732,0
935,Apcnt_1012740,0
936,Apcnt_1012752,0
937,Apcnt_1012760,0
938,Apcnt_1012768,0
939,Apcnt_1012792,0
940,Apcnt_1012824,0
941,Apcnt_1012828,0
942,Apcnt_1012832,0
943,Apcnt_1012848,0
944,Apcnt_1012872,0
945,Apcnt_1012900,0
946,Apcnt_1012908,0
947,Apcnt_1012920,0
948,Apcnt_1012928,0
949,Apcnt_1012944,0
950,Apcnt_1012948,0
951,Apcnt_1012956,0
952,Apcnt_1012964,0
953,Apcnt_1012968,0
954,Apcnt_1012972,1
955,Apcnt_1012980,0
956,Apcnt_1013004,0
957,Apcnt_1013008,0
958,Apcnt_1013016,0
959,Apcnt_1013040,0
960,Apcnt_1013084,0
961,Apcnt_1013140,0
962,Apcnt_1013156,0
963,Apcnt_1013176,1
964,Apcnt_1013184,0
965,Apcnt_1013204,0
966,Apcnt_1013216,0
967,Apcnt_1013220,0
968,Apcnt_1013240,0
969,Apcnt_1013256,0
970,Apcnt_1013268,0
971,Apcnt_1013272,0
972,Apcnt_1013280,1
973,Apcnt_1013300,0
974,Apcnt_1013308,1
975,Apcnt_1013316,0
976,Apcnt_1013324,0
977,Apcnt_1013328,0
978,Apcnt_1013340,0
979,Apcnt_1013356,0
980,Apcnt_1013364,1
981,Apcnt_1013368,1
982,Apcnt_1013380,0
983,Apcnt_1013384,0
984,Apcnt_1013388,0
985,Apcnt_1013392,0
986,Apcnt_1013408,0
987,Apcnt_1013416,0
988,Apcnt_1013428,0
989,Apcnt_1013444,1
990,Apcnt_1013448,0
991,Apcnt_1013464,0
992,Apcnt_1013468,0
993,Apcnt_1013480,0
994,Apcnt_1013484,0
995,Apcnt_1013496,0
996,Apcnt_1013500,0
997,Apcnt_1013512,0
